基金碼,年月日,基金統編,公會基金類型,幣別,淨值(元),淨值變動率%-週
T2121H 柏瑞中國平衡NC,2017/08/18,38651312H,跨國平衡-中國,CNY,11.523,1.138389
T2206Y 復華傳家,2017/08/18,17138818,平衡--一般股票型,TWD,20.6829,2.024921
T2209Y 復華傳家二號,2017/08/18,18035945,平衡--一般股票型,TWD,25.0046,1.409742
T2212Y 復華人生目標,2017/08/18,15742001,平衡--一般股票型,TWD,32.0014,1.141586
T2213Y 復華全球平衡,2017/08/18,99034755A,跨國平衡-全球型,TWD,18.85,1.507809
T2214Y 復華神盾,2017/08/18,99607599,平衡--一般股票型,TWD,21.7536,1.282702
T2217Y 復華亞太平衡,2017/08/18,48733658,跨國平衡-亞洲,TWD,12.84,1.182034
T2291A 復華中新經濟平衡,2017/08/18,42303499A,跨國平衡-中國,TWD,9.78,1.347152
T2291B 復華中新經濟平AC,2017/08/18,42303499B,跨國平衡-中國,CNY,10.8,1.50376
T2291C 復華中新經濟平BC,2017/08/18,42303499C,跨國平衡-中國,CNY,10.14,1.501502
T2507Y 永豐趨勢平衡,2017/08/18,14706582,平衡--一般股票型,TWD,42.09,1.642115
T2605Y 中國信託精穩,2017/08/18,18038078,平衡--價值股票型,TWD,17.3115,0.461351
T2624A 中信入息平衡A,2017/08/18,38530388A,跨國平衡-全球型,TWD,10.0062,-0.113801
T2624B 中信入息平衡B,2017/08/18,38530388B,跨國平衡-全球型,TWD,8.981,-0.112334
T2630A 中信亞太多元息A,2017/08/18,42329152A,跨國平衡-亞洲,TWD,11.2488,1.508808
T2630B 中信亞太多元息B,2017/08/18,42329152B,跨國平衡-亞洲,TWD,10.5379,1.511415
T2639A 中信樂齡收益平A,2017/08/18,42443702A,跨國平衡-全球型,TWD,10.39,-0.478927
T2639B 中信樂齡收益平B,2017/08/18,42443702B,跨國平衡-全球型,TWD,10.27,-0.511489
T2639C 中信樂齡收益平A$,2017/08/18,42443702C,跨國平衡-全球型,USD,10.72,-0.464253
T2639D 中信樂齡收益平B$,2017/08/18,42443702D,跨國平衡-全球型,USD,10.61,-0.396162
T2751A 宏亞澳入息成平A,2017/08/18,38585186A,跨國平衡-亞洲,TWD,10.3541,0.978174
T2751B 宏亞澳入息成平B,2017/08/18,38585186B,跨國平衡-亞洲,TWD,8.8899,0.251478
T2751C 宏亞澳入息成平A$,2017/08/18,38585186C,跨國平衡-亞洲,USD,10.5225,0.162774
T2751D 宏亞澳入息成平B$,2017/08/18,38585186D,跨國平衡-亞洲,USD,8.9922,-0.661726
T2751E 宏亞澳入息成平AA,2017/08/18,38585186E,跨國平衡-亞洲,AUD,10.2913,-0.696677
T2751F 宏亞澳入息成平BA,2017/08/18,38585186F,跨國平衡-亞洲,AUD,8.9288,-0.722719
T2751G 宏亞澳入息成平AC,2017/08/18,38585186G,跨國平衡-亞洲,CNY,0.7995,0.175416
T2751H 宏亞澳入息成平BC,2017/08/18,38585186H,跨國平衡-亞洲,CNY,1.9585,0.343274
T3204Y 野村平衡,2017/08/18,17602250,平衡--一般股票型,TWD,18.68,1.08225
T3221Y 野村鴻利,2017/08/18,00971103,平衡--一般股票型,TWD,21.54,1.079306
T3295A 野村多元收益平A,2017/08/18,42391084A,跨國平衡-全球型,TWD,9.9562,-0.243474
T3295B 野村多元收益平B,2017/08/18,42391084B,跨國平衡-全球型,TWD,9.2934,-0.244735
T3295C 野村多元收益平A$,2017/08/18,42391084C,跨國平衡-全球型,USD,10.3398,-0.19498
T3295D 野村多元收益平B$,2017/08/18,42391084D,跨國平衡-全球型,USD,9.6683,-0.194073
T3295E 野村多元收益平AC,2017/08/18,42391084E,跨國平衡-全球型,CNY,10.6899,-0.331919
T3295F 野村多元收益平BC,2017/08/18,42391084F,跨國平衡-全球型,CNY,9.8948,-0.331395
T3308Y 聯邦金鑽平衡,2017/08/18,98669575,平衡--一般股票型,TWD,21.3121,0.576216
T3328A 聯邦太平洋平衡A,2017/08/18,38546327A,跨國平衡-亞洲,TWD,11.8361,1.110532
T3328B 聯邦太平洋平衡B,2017/08/18,38546327B,跨國平衡-亞洲,TWD,11.4872,1.110816
T3328C 聯邦太平洋平衡AC,2017/08/18,38546327C,跨國平衡-亞洲,CNY,12.1618,1.003239
T3341A 聯邦全視界平衡A,2017/08/18,42449712A,跨國平衡-全球型,TWD,10.2997,0.1439
T3341B 聯邦全視界平衡B,2017/08/18,42449712B,跨國平衡-全球型,TWD,10.131,0.14432
T3341C 聯邦全視界平衡AC,2017/08/18,42449712C,跨國平衡-全球型,CNY,11.3122,-0.226674
T3341D 聯邦全視界平衡BC,2017/08/18,42449712D,跨國平衡-全球型,CNY,11.1351,-0.226694
T3341E 聯邦全視界平衡A$,2017/08/18,42449712E,跨國平衡-全球型,USD,11.2289,0.219558
T3341F 聯邦全視界平衡B$,2017/08/18,42449712F,跨國平衡-全球型,USD,11.0484,0.230428
T3614Y 安聯全球計量,2017/08/18,48738909,平衡--模組操作型,TWD,12.31,0
T3704Y 國泰平衡,2017/08/18,18494624,平衡--一般股票型,TWD,26.49,0.569476
T3743A 國泰全多重平衡 A,2017/08/18,38582842A,跨國平衡-全球型,TWD,10.69,-0.093459
T3743B 國泰全多重平衡 B,2017/08/18,38582842B,跨國平衡-全球型,TWD,9.75,-0.102459
T3743C 國泰全多重平衡A$,2017/08/18,38582842C,跨國平衡-全球型,USD,0.3923,0
T3743D 國泰全多重平衡B$,2017/08/18,38582842D,跨國平衡-全球型,USD,0.3631,0
T3743E 國泰全多重平衡I$,2017/08/18,38582842E,跨國平衡-全球型,USD,0.4106,0
T3743F 國泰全多重平衡AA,2017/08/18,38582842F,跨國平衡-全球型,AUD,0.4426,-0.472228
T3769A 國泰亞太息平衡A,2017/08/18,42331684A,跨國平衡-亞洲,TWD,11.188,0.866398
T3769B 國泰亞太息平衡B,2017/08/18,42331684B,跨國平衡-亞洲,TWD,10.5716,0.865385
T3769C 國泰亞太息平衡A$,2017/08/18,42331684C,跨國平衡-亞洲,USD,0.3651,0.940006
T3769D 國泰亞太息平衡B$,2017/08/18,42331684D,跨國平衡-亞洲,USD,0.345,0.93622
T3769E 國泰亞太息平衡AC,2017/08/18,42331684E,跨國平衡-亞洲,CNY,2.4311,0.938343
T3769F 國泰亞太息平衡AA,2017/08/18,42331684F,跨國平衡-亞洲,AUD,0.4597,0.480874
T4126A 凱基全高效平衡A,2017/08/18,42453588A,跨國平衡-全球型,TWD,9.93,-0.201007
T4126B 凱基全高效平衡B,2017/08/18,42453588B,跨國平衡-全球型,TWD,9.73,-0.118351
T4126C 凱基全高效平衡A$,2017/08/18,42453588C,跨國平衡-全球型,USD,10.3597,-0.043418
T4332Y 華頓中國機會平衡,2017/08/18,38634406,跨國平衡-中國,TWD,11.8433,0.431634
T4519A 富蘭亞太平衡A,2017/08/18,42407614A,跨國平衡-亞洲,TWD,10.13,1.503006
T4519B 富蘭亞太平衡B,2017/08/18,42407614B,跨國平衡-亞洲,TWD,9.83,1.549587
T4519C 富蘭亞太平衡A$,2017/08/18,42407614C,跨國平衡-亞洲,USD,10.47,1.55189
T4519D 富蘭亞太平衡B$,2017/08/18,42407614D,跨國平衡-亞洲,USD,10.16,1.498502
T4519E 富蘭亞太平衡BC,2017/08/18,42407614E,跨國平衡-亞洲,CNY,10.32,1.674877
T4703Y 台新高股息平衡,2017/08/18,21719942,平衡--一般股票型,TWD,29.2177,0.959224
T0105Y 兆豐國際萬全,2017/08/11,00971976,平衡--一般股票型,TWD,19.95,-1.772525
T0121A 兆豐大中華平衡,2017/08/11,42334401A,跨國平衡-亞洲,TWD,9.71,0.309917
T0121B 兆豐大中華平衡 $,2017/08/11,42334401B,跨國平衡-亞洲,USD,10.34,0
T0121C 兆豐大中華平衡 C,2017/08/11,42334401C,跨國平衡-亞洲,CNY,10.63,-0.654204
T0320Y 第一金中概平衡,2017/08/11,99353151,平衡--一般股票型,TWD,22.43,-1.493192
T0343A 第一金全球多息 A,2017/08/11,38539992A,跨國平衡-全球型,TWD,10.1894,-1.163987
T0343B 第一金全球多息 B,2017/08/11,38539992B,跨國平衡-全球型,TWD,8.9787,-1.164622
T0405Y 匯豐安富,2017/08/11,00971080,平衡--一般股票型,TWD,24.81,-1.037096
T0458A 匯豐中多息平Aa,2017/08/11,38647535A,跨國平衡-中國,TWD,10.4761,1.219336
T0458B 匯豐中多息平Bd,2017/08/11,38647535B,跨國平衡-中國,TWD,9.7431,1.2186
T0458C 匯豐中多息平AaC,2017/08/11,38647535C,跨國平衡-中國,CNY,11.5893,-0.115489
T0458D 匯豐中多息平BdC,2017/08/11,38647535D,跨國平衡-中國,CNY,10.8351,-0.285292
T0458E 匯豐中多息平Aa$,2017/08/11,38647535E,跨國平衡-中國,USD,10.8609,0.758875
T0458F 匯豐中多息平Bd$,2017/08/11,38647535F,跨國平衡-中國,USD,10.167,0.713225
T0479A 匯亞exJP多息平 A,2017/08/11,42443317A,跨國平衡-亞洲,TWD,10.45,-0.6654
T0479B 匯亞exJP多息Bd,2017/08/11,42443317B,跨國平衡-亞洲,TWD,10.38,-0.76482
T0479C 匯亞exJP多息BdC,2017/08/11,42443317C,跨國平衡-亞洲,CNY,11.06,-0.98478
T0479D 匯亞exJP多息平A$,2017/08/11,42443317D,跨國平衡-亞洲,USD,10.92,-0.997281
T0479E 匯亞exJP多息Bd$,2017/08/11,42443317E,跨國平衡-亞洲,USD,10.84,-1.09489
T0479F 匯亞exJP多息BdA,2017/08/11,42443317F,跨國平衡-亞洲,AUD,10.89,-1.179674
T0591A 元大中平衡 CNY,2017/08/11,31830473B,跨國平衡-中國,CNY,3.12,-0.952382
T0591Y 元大中平衡 NTD,2017/08/11,31830473A,跨國平衡-中國,TWD,14.12,0.070872
T05A2A 元大新東協平衡,2017/08/11,42403764A,跨國平衡-亞洲,TWD,9.43,-0.21164
T05A2B 元大新東協平衡 $,2017/08/11,42403764B,跨國平衡-亞洲,USD,9.827,-0.727346
T05A3A 元大大中華豐平,2017/08/11,42451239A,跨國平衡-亞洲,TWD,10.459,0.403187
T05A3B 元大大中華豐平 C,2017/08/11,42451239B,跨國平衡-亞洲,CNY,10.728,-0.85944
T0717Y 瀚亞理財通,2017/08/11,18036769,平衡--一般股票型,TWD,22.61,-1.309472
T0747A 瀚亞亞太豐平衡 A,2017/08/11,38621330A,跨國平衡-亞洲,TWD,10.6971,-0.916079
T0747B 瀚亞亞太豐平衡 B,2017/08/11,38621330B,跨國平衡-亞洲,TWD,9.3603,-0.91643
T0747C 瀚亞亞太豐平衡A$,2017/08/11,38621330C,跨國平衡-亞洲,USD,10.952,-1.221206
T0747D 瀚亞亞太豐平衡B$,2017/08/11,38621330D,跨國平衡-亞洲,USD,9.5903,-1.199039
T0747E 瀚亞亞太豐平衡AA,2017/08/11,38621330E,跨國平衡-亞洲,AUD,11.2083,-0.639163
T0747F 瀚亞亞太豐平衡BA,2017/08/11,38621330F,跨國平衡-亞洲,AUD,9.395,-0.638998
T0747G 瀚亞亞太豐平衡AZ,2017/08/11,38621330G,跨國平衡-亞洲,ZAR,13.1632,-0.449231
T0747H 瀚亞亞太豐平衡BZ,2017/08/11,38621330H,跨國平衡-亞洲,ZAR,10.5457,-0.382121
T0747J 瀚亞亞太豐平衡AC,2017/08/11,38621330I,跨國平衡-亞洲,CNY,11.6776,-1.726865
T0747K 瀚亞亞太豐平衡BC,2017/08/11,38621330J,跨國平衡-亞洲,CNY,9.7048,-1.728082
T0814Y 保德信金平衡,2017/08/11,18044064,平衡--價值股票型,TWD,28.29,-0.875963
T0890A 保德信中國好平A,2017/08/11,42330171A,跨國平衡-中國,TWD,9.8589,0.427834
T0890B 保德信中國好平B,2017/08/11,42330171B,跨國平衡-中國,TWD,9.4357,0.427865
T0890C 保德信中國好平B$,2017/08/11,42330171C,跨國平衡-中國,USD,9.3284,0.48149
T0890D 保德信中國好平BC,2017/08/11,42330171D,跨國平衡-中國,CNY,9.337,0.553545
T1114Y 摩根平衡,2017/08/11,18036846,平衡--價值股票型,TWD,27.51,-0.900576
T1117Y 摩根全球平衡,2017/08/11,99181637,跨國平衡-全球型,TWD,15.2077,0.114546
T1120A 摩根亞高息平衡 A,2017/08/11,21704027A,跨國平衡-亞洲,TWD,13.5758,-0.477971
T1120B 摩根亞高息平衡 B,2017/08/11,21704027B,跨國平衡-亞洲,TWD,11.0515,-0.47818
T1148A 摩根新興雙利A,2017/08/11,42299565A,跨國平衡-新興市,TWD,9.8148,-0.025464
T1148B 摩根新興雙利B,2017/08/11,42299565B,跨國平衡-新興市,TWD,8.9116,-0.025803
T1148C 摩根新興雙利B$,2017/08/11,42299565C,跨國平衡-新興市,USD,9.203,-0.404744
T1148D 摩根新興雙利BC,2017/08/11,42299565D,跨國平衡-新興市,CNY,9.7354,-0.404096
T1150A 摩根中國雙息平A,2017/08/11,42319892A,跨國平衡-中國,TWD,11.9243,0.070494
T1150B 摩根中國雙息平B,2017/08/11,42319892B,跨國平衡-中國,TWD,11.0639,0.069644
T1150C 摩根中國雙息平AC,2017/08/11,42319892C,跨國平衡-中國,CNY,13.3823,-0.740978
T1150D 摩根中國雙息平BC,2017/08/11,42319892D,跨國平衡-中國,CNY,12.1592,-0.736362
T1207Y 華南永昌龍盈平衡,2017/08/11,18477625,平衡--價值股票型,TWD,21.9443,-2.222509
T1239A 華南多重息平衡 A,2017/08/11,38618790A,跨國平衡-全球型,TWD,11.92,-0.334448
T1239B 華南多重息平衡 B,2017/08/11,38618790B,跨國平衡-全球型,TWD,10.57,-0.286868
T1239C 華南多重息平衡A$,2017/08/11,38618790C,跨國平衡-全球型,USD,12.16,-0.815661
T1239D 華南多重息平衡B$,2017/08/11,38618790D,跨國平衡-全球型,USD,10.75,-0.751756
T1252A 華南亞太動態平 A,2017/08/11,42388911A,跨國平衡-亞洲,TWD,10.95,-0.273224
T1252B 華南亞太動態平 B,2017/08/11,42388911B,跨國平衡-亞洲,TWD,10.47,-0.28168
T1414Y 新光福運平衡,2017/08/11,99975518,平衡--一般股票型,TWD,16.5534,-1.124145
T1433A 新光美豐收平衡A,2017/08/11,42384458A,跨國平衡-全球型,TWD,9.81,-0.101833
T1433B 新光美豐收平衡B,2017/08/11,42384458B,跨國平衡-全球型,TWD,9.39,-0.106383
T1433C 新光美豐收平衡A$,2017/08/11,42384458C,跨國平衡-全球型,USD,10.53,-0.660378
T1433D 新光美豐收平衡B$,2017/08/11,42384458D,跨國平衡-全球型,USD,10.08,-0.787402
T1604Y 群益亞太新趨勢平,2017/08/11,48787295,跨國平衡-亞洲,TWD,16.32,-0.850546
T1616Y 群益真善美,2017/08/11,17147605,平衡--一般股票型,TWD,16.9236,-1.306306
T1617Y 群益平衡王,2017/08/11,18037845,平衡--價值股票型,TWD,19.7845,-0.086357
T1618Y 群益安家,2017/08/11,29243337,平衡--一般股票型,TWD,22.2627,-1.153514
T1656A 群益中國金采A,2017/08/11,42301416A,跨國平衡-中國,TWD,8.7352,-0.032043
T1656B 群益中國金采B,2017/08/11,42301416B,跨國平衡-中國,TWD,8.011,-0.031198
T1656C 群益中國金采A$,2017/08/11,42301416C,跨國平衡-中國,USD,9.4616,-0.485917
T1656D 群益中國金采B$,2017/08/11,42301416D,跨國平衡-中國,USD,8.6763,-0.485169
T1656E 群益中國金采AC,2017/08/11,42301416E,跨國平衡-中國,CNY,9.897,-1.110101
T1656F 群益中國金采BC,2017/08/11,42301416F,跨國平衡-中國,CNY,9.0754,-1.110349
T1659A 群益金選平衡A,2017/08/11,42440058A,跨國平衡-全球型,TWD,9.8541,-0.89609
T1659B 群益金選平衡B,2017/08/11,42440058B,跨國平衡-全球型,TWD,9.2589,-0.896956
T1659C 群益金選平衡A$,2017/08/11,42440058C,跨國平衡-全球型,USD,10.3001,-1.344764
T1659D 群益金選平衡B$,2017/08/11,42440058D,跨國平衡-全球型,USD,9.6799,-1.344301
T1659E 群益金選平衡AC,2017/08/11,42440058E,跨國平衡-全球型,CNY,10.7049,-1.315497
T1659F 群益金選平衡BC,2017/08/11,42440058F,跨國平衡-全球型,CNY,10.0559,-1.315028
T2121A 柏瑞中國平衡A,2017/08/11,38651312A,跨國平衡-中國,TWD,10.2353,0.271367
T2121B 柏瑞中國平衡B,2017/08/11,38651312B,跨國平衡-中國,TWD,9.4042,0.271893
T2121C 柏瑞中國平衡A$,2017/08/11,38651312C,跨國平衡-中國,USD,10.537,-0.07018
T2121D 柏瑞中國平衡B$,2017/08/11,38651312D,跨國平衡-中國,USD,9.6749,-0.070237
T2121E 柏瑞中國平衡AC,2017/08/11,38651312E,跨國平衡-中國,CNY,11.2184,0.003566
T2121F 柏瑞中國平衡BC,2017/08/11,38651312F,跨國平衡-中國,CNY,9.953,0.003014
T2121G 柏瑞中國平衡N,2017/08/11,38651312G,跨國平衡-中國,TWD,10.7583,0.271223
T2121H 柏瑞中國平衡NC,2017/08/11,38651312H,跨國平衡-中國,CNY,11.3933,0.002633
T2206Y 復華傳家,2017/08/11,17138818,平衡--一般股票型,TWD,20.2724,-1.887013
T2209Y 復華傳家二號,2017/08/11,18035945,平衡--一般股票型,TWD,24.657,-1.924361
T2212Y 復華人生目標,2017/08/11,15742001,平衡--一般股票型,TWD,31.6402,-2.009655
T2213Y 復華全球平衡,2017/08/11,99034755A,跨國平衡-全球型,TWD,18.57,-0.214938
T2214Y 復華神盾,2017/08/11,99607599,平衡--一般股票型,TWD,21.4781,-1.967667
T2217Y 復華亞太平衡,2017/08/11,48733658,跨國平衡-亞洲,TWD,12.69,-0.470586
T2291A 復華中新經濟平衡,2017/08/11,42303499A,跨國平衡-中國,TWD,9.65,-0.412796
T2291B 復華中新經濟平AC,2017/08/11,42303499B,跨國平衡-中國,CNY,10.64,-1.481482
T2291C 復華中新經濟平BC,2017/08/11,42303499C,跨國平衡-中國,CNY,9.99,-1.382034
T2507Y 永豐趨勢平衡,2017/08/11,14706582,平衡--一般股票型,TWD,41.41,-0.838123
T2605Y 中國信託精穩,2017/08/11,18038078,平衡--價值股票型,TWD,17.232,-1.687606
T2624A 中信入息平衡A,2017/08/11,38530388A,跨國平衡-全球型,TWD,10.0176,-1.053901
T2624B 中信入息平衡B,2017/08/11,38530388B,跨國平衡-全球型,TWD,9.0136,-1.053833
T2630A 中信亞太多元息A,2017/08/11,42329152A,跨國平衡-亞洲,TWD,11.0816,-1.029751
T2630B 中信亞太多元息B,2017/08/11,42329152B,跨國平衡-亞洲,TWD,10.4201,-1.029586
T2639A 中信樂齡收益平A,2017/08/11,42443702A,跨國平衡-全球型,TWD,10.44,-0.760456
T2639B 中信樂齡收益平B,2017/08/11,42443702B,跨國平衡-全球型,TWD,10.34,-0.767756
T2639C 中信樂齡收益平A$,2017/08/11,42443702C,跨國平衡-全球型,USD,10.77,-1.101928
T2639D 中信樂齡收益平B$,2017/08/11,42443702D,跨國平衡-全球型,USD,10.67,-1.11214
T2751A 宏亞澳入息成平A,2017/08/11,38585186A,跨國平衡-亞洲,TWD,10.2538,-0.706898
T2751B 宏亞澳入息成平B,2017/08/11,38585186B,跨國平衡-亞洲,TWD,8.8676,-0.885232
T2751C 宏亞澳入息成平A$,2017/08/11,38585186C,跨國平衡-亞洲,USD,10.5054,-0.519871
T2751D 宏亞澳入息成平B$,2017/08/11,38585186D,跨國平衡-亞洲,USD,9.0521,-0.374198
T2751E 宏亞澳入息成平AA,2017/08/11,38585186E,跨國平衡-亞洲,AUD,10.3635,1.151725
T2751F 宏亞澳入息成平BA,2017/08/11,38585186F,跨國平衡-亞洲,AUD,8.9938,1.732914
T2751G 宏亞澳入息成平AC,2017/08/11,38585186G,跨國平衡-亞洲,CNY,0.7981,-1.029266
T2751H 宏亞澳入息成平BC,2017/08/11,38585186H,跨國平衡-亞洲,CNY,1.9518,-1.978706
T3204Y 野村平衡,2017/08/11,17602250,平衡--一般股票型,TWD,18.48,-1.858736
T3221Y 野村鴻利,2017/08/11,00971103,平衡--一般股票型,TWD,21.31,-1.887661
T3295A 野村多元收益平A,2017/08/11,42391084A,跨國平衡-全球型,TWD,9.9805,-1.186104
T3295B 野村多元收益平B,2017/08/11,42391084B,跨國平衡-全球型,TWD,9.3162,-1.180589
T3295C 野村多元收益平A$,2017/08/11,42391084C,跨國平衡-全球型,USD,10.36,-1.338971
T3295D 野村多元收益平B$,2017/08/11,42391084D,跨國平衡-全球型,USD,9.6871,-1.339295
T3295E 野村多元收益平AC,2017/08/11,42391084E,跨國平衡-全球型,CNY,10.7255,-1.15111
T3295F 野村多元收益平BC,2017/08/11,42391084F,跨國平衡-全球型,CNY,9.9277,-1.153968
T3308Y 聯邦金鑽平衡,2017/08/11,98669575,平衡--一般股票型,TWD,21.19,-2.276374
T3328A 聯邦太平洋平衡A,2017/08/11,38546327A,跨國平衡-亞洲,TWD,11.7061,-1.511059
T3328B 聯邦太平洋平衡B,2017/08/11,38546327B,跨國平衡-亞洲,TWD,11.361,-1.511868
T3328C 聯邦太平洋平衡AC,2017/08/11,38546327C,跨國平衡-亞洲,CNY,12.041,-2.20587
T3341A 聯邦全視界平衡A,2017/08/11,42449712A,跨國平衡-全球型,TWD,10.2849,-0.011667
T3341B 聯邦全視界平衡B,2017/08/11,42449712B,跨國平衡-全球型,TWD,10.1164,-0.01186
T3341C 聯邦全視界平衡AC,2017/08/11,42449712C,跨國平衡-全球型,CNY,11.3379,-0.34718
T3341D 聯邦全視界平衡BC,2017/08/11,42449712D,跨國平衡-全球型,CNY,11.1604,-0.343785
T3341E 聯邦全視界平衡A$,2017/08/11,42449712E,跨國平衡-全球型,USD,11.2043,-0.379656
T3341F 聯邦全視界平衡B$,2017/08/11,42449712F,跨國平衡-全球型,USD,11.023,-0.384976
T3614Y 安聯全球計量,2017/08/11,48738909,平衡--模組操作型,TWD,12.31,-0.645682
T3704Y 國泰平衡,2017/08/11,18494624,平衡--一般股票型,TWD,26.34,-2.081784
T3743A 國泰全多重平衡 A,2017/08/11,38582842A,跨國平衡-全球型,TWD,10.7,-0.742115
T3743B 國泰全多重平衡 B,2017/08/11,38582842B,跨國平衡-全球型,TWD,9.76,-0.712106
T3743C 國泰全多重平衡A$,2017/08/11,38582842C,跨國平衡-全球型,USD,0.3923,-0.90932
T3743D 國泰全多重平衡B$,2017/08/11,38582842D,跨國平衡-全球型,USD,0.3631,-0.900656
T3743E 國泰全多重平衡I$,2017/08/11,38582842E,跨國平衡-全球型,USD,0.4106,-0.869146
T3743F 國泰全多重平衡AA,2017/08/11,38582842F,跨國平衡-全球型,AUD,0.4447,-0.49228
T3769A 國泰亞太息平衡A,2017/08/11,42331684A,跨國平衡-亞洲,TWD,11.0919,-0.990815
T3769B 國泰亞太息平衡B,2017/08/11,42331684B,跨國平衡-亞洲,TWD,10.4809,-0.99095
T3769C 國泰亞太息平衡A$,2017/08/11,42331684C,跨國平衡-亞洲,USD,0.3617,-1.309686
T3769D 國泰亞太息平衡B$,2017/08/11,42331684D,跨國平衡-亞洲,USD,0.3418,-1.327945
T3769E 國泰亞太息平衡AC,2017/08/11,42331684E,跨國平衡-亞洲,CNY,2.4085,-2.097476
T3769F 國泰亞太息平衡AA,2017/08/11,42331684F,跨國平衡-亞洲,AUD,0.4575,-0.888215
T4126A 凱基全高效平衡A,2017/08/11,42453588A,跨國平衡-全球型,TWD,9.95,-0.100402
T4126B 凱基全高效平衡B,2017/08/11,42453588B,跨國平衡-全球型,TWD,9.77,-0.20429
T4126C 凱基全高效平衡A$,2017/08/11,42453588C,跨國平衡-全球型,USD,10.3642,-0.600377
T4332Y 華頓中國機會平衡,2017/08/11,38634406,跨國平衡-中國,TWD,11.7924,-0.865047
T4519A 富蘭亞太平衡A,2017/08/11,42407614A,跨國平衡-亞洲,TWD,9.98,-1.3834
T4519B 富蘭亞太平衡B,2017/08/11,42407614B,跨國平衡-亞洲,TWD,9.68,-1.525941
T4519C 富蘭亞太平衡A$,2017/08/11,42407614C,跨國平衡-亞洲,USD,10.31,-1.71592
T4519D 富蘭亞太平衡B$,2017/08/11,42407614D,跨國平衡-亞洲,USD,10.01,-1.669941
T4519E 富蘭亞太平衡BC,2017/08/11,42407614E,跨國平衡-亞洲,CNY,10.15,-1.932368
T4703Y 台新高股息平衡,2017/08/11,21719942,平衡--一般股票型,TWD,28.9401,-0.897534
