基金碼,年月日,基金統編,幣別,淨值(元)
T0458A 匯豐中多息平Aa,2019/04/03,38647535A,NTD,11.1343
T0458B 匯豐中多息平Bd,2019/04/03,38647535B,NTD,9.8625
T0458C 匯豐中多息平AaC,2019/04/03,38647535C,RMB,12.1994
T0458D 匯豐中多息平BdC,2019/04/03,38647535D,RMB,10.8372
T0458E 匯豐中多息平Aa$,2019/04/03,38647535E,USD,11.3714
T0458F 匯豐中多息平Bd$,2019/04/03,38647535F,USD,10.108
T0479A 匯亞exJP多息平 A,2019/04/03,42443317A,NTD,10.75
T0479B 匯亞exJP多息Bd,2019/04/03,42443317B,NTD,10.2
T0479C 匯亞exJP多息BdC,2019/04/03,42443317C,RMB,11.23
T0479D 匯亞exJP多息平A$,2019/04/03,42443317D,USD,11.5
T0479E 匯亞exJP多息Bd$,2019/04/03,42443317E,USD,10.89
T0479F 匯亞exJP多息BdA,2019/04/03,42443317F,AUD,10.83
T0591A 元大中平衡 CNY,2019/04/03,31830473B,RMB,3.13
T0591Y 元大中平衡 NTD,2019/04/03,31830473A,NTD,14.3
T05A2A 元大新東協平衡,2019/04/03,42403764A,NTD,9.24
T05A2B 元大新東協平衡 $,2019/04/03,42403764B,USD,9.487
T05A3A 元大大中華豐平,2019/04/03,42451239A,NTD,11.008
T05A3B 元大大中華豐平 C,2019/04/03,42451239B,RMB,11.178
T0717Y 瀚亞理財通,2019/04/03,18036769,NTD,26.56
T0747A 瀚亞亞太豐平衡 A,2019/04/03,38621330A,NTD,11.1552
T0747B 瀚亞亞太豐平衡 B,2019/04/03,38621330B,NTD,9.0168
T0747C 瀚亞亞太豐平衡A$,2019/04/03,38621330C,USD,11.4245
T0747D 瀚亞亞太豐平衡B$,2019/04/03,38621330D,USD,9.2457
T0747E 瀚亞亞太豐平衡AA,2019/04/03,38621330E,AUD,12.6258
T0747F 瀚亞亞太豐平衡BA,2019/04/03,38621330F,AUD,9.4922
T0747G 瀚亞亞太豐平衡AZ,2019/04/03,38621330G,ZAR,14.3635
T0747H 瀚亞亞太豐平衡BZ,2019/04/03,38621330H,ZAR,10.1171
T0747J 瀚亞亞太豐平衡AC,2019/04/03,38621330I,RMB,12.2804
T0747K 瀚亞亞太豐平衡BC,2019/04/03,38621330J,RMB,9.144
T0754A 瀚亞印策收平衡A,2019/04/03,42481830A,NTD,9.85
T0754B 瀚亞印策收平衡B,2019/04/03,42481830B,NTD,8.92
T0754C 瀚亞印策收平衡B$,2019/04/03,42481830C,USD,8.76
T0754D 瀚亞印策收平衡BC,2019/04/03,42481830D,RMB,8.85
T0754E 瀚亞印策收平衡S,2019/04/03,42481830E,NTD,8.93
T0754F 瀚亞印策收平衡S$,2019/04/03,42481830F,USD,8.8
T0754G 瀚亞印策收平衡SC,2019/04/03,42481830G,RMB,8.8
T0814Y 保德信金平衡,2019/04/03,18044064,NTD,29.99
T0890A 保德信中國好平A,2019/04/03,42330171A,NTD,11.1361
T0890B 保德信中國好平B,2019/04/03,42330171B,NTD,10.1367
T0890C 保德信中國好平B$,2019/04/03,42330171C,USD,10.0697
T0890D 保德信中國好平BC,2019/04/03,42330171D,RMB,10.0231
T1114Y 摩根平衡,2019/04/03,18036846,NTD,27.81
T1117Y 摩根全球平衡,2019/04/03,99181637,NTD,15.7333
T1120A 摩根亞高息平衡 A,2019/04/03,21704027A,NTD,14.3476
T1120B 摩根亞高息平衡 B,2019/04/03,21704027B,NTD,10.9933
T1148A 摩根新興雙利A,2019/04/03,42299565A,NTD,10.2921
T1148B 摩根新興雙利B,2019/04/03,42299565B,NTD,8.7629
T1148C 摩根新興雙利B$,2019/04/03,42299565C,USD,8.9734
T1148D 摩根新興雙利BC,2019/04/03,42299565D,RMB,9.4791
T1150A 摩根中國雙息平A,2019/04/03,42319892A,NTD,13.7199
T1150B 摩根中國雙息平B,2019/04/03,42319892B,NTD,11.9386
T1150C 摩根中國雙息平AC,2019/04/03,42319892C,RMB,15.6308
T1150D 摩根中國雙息平BC,2019/04/03,42319892D,RMB,13.0659
T1150E 摩根中國雙息平B$,2019/04/03,42319892E,USD,10.172
T1207Y 華南永昌龍盈平衡,2019/04/03,18477625,NTD,25.2631
T1239A 華南多重息平衡 A,2019/04/03,38618790A,NTD,13.01
T1239B 華南多重息平衡 B,2019/04/03,38618790B,NTD,10.55
T1239C 華南多重息平衡A$,2019/04/03,38618790C,USD,13.13
T1239D 華南多重息平衡B$,2019/04/03,38618790D,USD,10.58
T1433A 新光美豐收平衡A,2019/04/03,42384458A,NTD,10.38
T1433B 新光美豐收平衡B,2019/04/03,42384458B,NTD,9.48
T1433C 新光美豐收平衡A$,2019/04/03,42384458C,USD,10.97
T1433D 新光美豐收平衡B$,2019/04/03,42384458D,USD,10.04
T1437A 新光全平衡A,2019/04/03,42549326A,NTD,10
T1437B 新光全平衡B,2019/04/03,42549326B,NTD,9.86
T1437C 新光全平衡A$,2019/04/03,42549326C,USD,10.68
T1437D 新光全平衡AC,2019/04/03,42549326D,RMB,9.04
T1604Y 群益亞太新趨勢平,2019/04/03,48787295,NTD,16.89
T1616Y 群益真善美,2019/04/03,17147605,NTD,16.0901
T1617Y 群益平衡王,2019/04/03,18037845,NTD,20.0538
T1618Y 群益安家,2019/04/03,29243337,NTD,25.226
T1656A 群益中國金采A,2019/04/03,42301416A,NTD,9.1462
T1656B 群益中國金采B,2019/04/03,42301416B,NTD,7.8456
T1656C 群益中國金采A$,2019/04/03,42301416C,USD,9.7593
T1656D 群益中國金采B$,2019/04/03,42301416D,USD,8.3706
T1656E 群益中國金采AC,2019/04/03,42301416E,RMB,10.2539
T1656F 群益中國金采BC,2019/04/03,42301416F,RMB,8.7956
T1659A 群益金選平衡A,2019/04/03,42440058A,NTD,10.171
T1659B 群益金選平衡B,2019/04/03,42440058B,NTD,8.4974
T1659C 群益金選平衡A$,2019/04/03,42440058C,USD,10.774
T1659D 群益金選平衡B$,2019/04/03,42440058D,USD,9.0031
T1659E 群益金選平衡AC,2019/04/03,42440058E,RMB,11.376
T1659F 群益金選平衡BC,2019/04/03,42440058F,RMB,9.503
T2121A 柏瑞中國平衡A,2019/04/03,38651312A,NTD,10.9888
T2121B 柏瑞中國平衡B,2019/04/03,38651312B,NTD,9.5511
T2121C 柏瑞中國平衡A$,2019/04/03,38651312C,USD,11.2737
T2121D 柏瑞中國平衡B$,2019/04/03,38651312D,USD,9.8083
T2121E 柏瑞中國平衡AC,2019/04/03,38651312E,RMB,12.1011
T2121F 柏瑞中國平衡BC,2019/04/03,38651312F,RMB,9.9601
T2121G 柏瑞中國平衡N,2019/04/03,38651312G,NTD,10.9612
T2121H 柏瑞中國平衡NC,2019/04/03,38651312H,RMB,11.5262
T2121L 柏瑞中國平衡N$,2019/04/03,38651312K,USD,11.4905
T2206Y 復華傳家,2019/04/03,17138818,NTD,21.423
T2209Y 復華傳家二號,2019/04/03,18035945,NTD,30.0264
T2212Y 復華人生目標,2019/04/03,15742001,NTD,38.3007
T2213A 復華全球平衡 USD,2019/04/03,99034755B,USD,9.26
T2213Y 復華全球平衡,2019/04/03,99034755A,NTD,19.68
T2214Y 復華神盾,2019/04/03,99607599,NTD,25.2395
T2217Y 復華亞太平衡,2019/04/03,48733658,NTD,11.52
T2291A 復華中新經濟平衡,2019/04/03,42303499A,NTD,10.4
T2291B 復華中新經濟平AC,2019/04/03,42303499B,RMB,11.7
T2291C 復華中新經濟平BC,2019/04/03,42303499C,RMB,10.58
T2507Y 永豐趨勢平衡,2019/04/03,14706582,NTD,42.48
T2624A 中信入息平衡A,2019/04/03,38530388A,NTD,10.9045
T2624B 中信入息平衡B,2019/04/03,38530388B,NTD,9.3304
T2630A 中信亞太多元息A,2019/04/03,42329152A,NTD,11.3826
T2630B 中信亞太多元息B,2019/04/03,42329152B,NTD,10.0368
T2639A 中信樂齡收益平A,2019/04/03,42443702A,NTD,11.13
T2639B 中信樂齡收益平B,2019/04/03,42443702B,NTD,10.64
T2639C 中信樂齡收益平A$,2019/04/03,42443702C,USD,11.29
T2639D 中信樂齡收益平B$,2019/04/03,42443702D,USD,10.85
T3204Y 野村平衡,2019/04/03,17602250,NTD,19.3
T3221Y 野村鴻利,2019/04/03,00971103,NTD,23.24
T3295A 野村多元收益平A,2019/04/03,42391084A,NTD,10.1487
T3295B 野村多元收益平B,2019/04/03,42391084B,NTD,8.3284
T3295C 野村多元收益平A$,2019/04/03,42391084C,USD,10.604
T3295D 野村多元收益平B$,2019/04/03,42391084D,USD,8.7735
T3295E 野村多元收益平AC,2019/04/03,42391084E,RMB,11.1401
T3295F 野村多元收益平BC,2019/04/03,42391084F,RMB,8.9853
T3308Y 聯邦金鑽平衡,2019/04/03,98669575,NTD,23.3025
T3328A 聯邦太平洋平衡A,2019/04/03,38546327A,NTD,12.2345
T3328B 聯邦太平洋平衡B,2019/04/03,38546327B,NTD,11.6734
T3328C 聯邦太平洋平衡AC,2019/04/03,38546327C,RMB,12.872
T3341A 聯邦全視界平衡A,2019/04/03,42449712A,NTD,10.2316
T3341B 聯邦全視界平衡B,2019/04/03,42449712B,NTD,9.5245
T3341C 聯邦全視界平衡AC,2019/04/03,42449712C,RMB,11.3278
T3341D 聯邦全視界平衡BC,2019/04/03,42449712D,RMB,10.56
T3341E 聯邦全視界平衡A$,2019/04/03,42449712E,USD,11.0692
T3341F 聯邦全視界平衡B$,2019/04/03,42449712F,USD,10.3013
T3743A 國泰全多重平衡 A,2019/04/03,38582842A,NTD,10.96
T3743B 國泰全多重平衡 B,2019/04/03,38582842B,NTD,9.61
T3743C 國泰全多重平衡A$,2019/04/03,38582842C,USD,0.4129
T3743D 國泰全多重平衡B$,2019/04/03,38582842D,USD,0.3678
T3743E 國泰全多重平衡I$,2019/04/03,38582842E,USD,0.44
T3743F 國泰全多重平衡AA,2019/04/03,38582842F,AUD,0.5249
T3769A 國泰亞太息平衡A,2019/04/03,42331684A,NTD,11.2831
T3769B 國泰亞太息平衡B,2019/04/03,42331684B,NTD,9.8146
T3769C 國泰亞太息平衡A$,2019/04/03,42331684C,USD,0.367
T3769D 國泰亞太息平衡B$,2019/04/03,42331684D,USD,0.3192
T3769E 國泰亞太息平衡AC,2019/04/03,42331684E,RMB,2.4555
T3769F 國泰亞太息平衡AA,2019/04/03,42331684F,AUD,0.5151
T4126A 凱基全高效平衡A,2019/04/03,42453588A,NTD,10.35
T4126B 凱基全高效平衡B,2019/04/03,42453588B,NTD,9.6
T4126C 凱基全高效平衡A$,2019/04/03,42453588C,USD,10.6315
T4332Y 華頓中國機會平衡,2019/04/03,38634406,NTD,11.9784
T4519A 富蘭亞太平衡A,2019/04/03,42407614A,NTD,10.11
T4519B 富蘭亞太平衡B,2019/04/03,42407614B,NTD,9.17
T4519C 富蘭亞太平衡A$,2019/04/03,42407614C,USD,10.48
T4519D 富蘭亞太平衡B$,2019/04/03,42407614D,USD,9.47
T4519E 富蘭亞太平衡BC,2019/04/03,42407614E,RMB,9.49
T4703Y 台新高股息平衡,2019/04/03,21719942,NTD,30.8586
T0105Y 兆豐國際萬全,2019/03/29,00971976,NTD,20.71
T0121A 兆豐大中華平衡,2019/03/29,42334401A,NTD,9.83
T0121B 兆豐大中華平衡 $,2019/03/29,42334401B,USD,10.57
T0121C 兆豐大中華平衡 C,2019/03/29,42334401C,RMB,11
T0320Y 第一金中概平衡,2019/03/29,99353151,NTD,26.14
T0343A 第一金全球多息 A,2019/03/29,38539992A,NTD,10.1822
T0343B 第一金全球多息 B,2019/03/29,38539992B,NTD,8.4159
T0405Y 匯豐安富,2019/03/29,00971080,NTD,25.55
T0458A 匯豐中多息平Aa,2019/03/29,38647535A,NTD,10.969
T0458B 匯豐中多息平Bd,2019/03/29,38647535B,NTD,9.7386
T0458C 匯豐中多息平AaC,2019/03/29,38647535C,RMB,12.0342
T0458D 匯豐中多息平BdC,2019/03/29,38647535D,RMB,10.7184
T0458E 匯豐中多息平Aa$,2019/03/29,38647535E,USD,11.1997
T0458F 匯豐中多息平Bd$,2019/03/29,38647535F,USD,9.9779
T0479A 匯亞exJP多息平 A,2019/03/29,42443317A,NTD,10.67
T0479B 匯亞exJP多息Bd,2019/03/29,42443317B,NTD,10.16
T0479C 匯亞exJP多息BdC,2019/03/29,42443317C,RMB,11.17
T0479D 匯亞exJP多息平A$,2019/03/29,42443317D,USD,11.41
T0479E 匯亞exJP多息Bd$,2019/03/29,42443317E,USD,10.84
T0479F 匯亞exJP多息BdA,2019/03/29,42443317F,AUD,10.78
T0591A 元大中平衡 CNY,2019/03/29,31830473B,RMB,3.1
T0591Y 元大中平衡 NTD,2019/03/29,31830473A,NTD,14.16
T05A2A 元大新東協平衡,2019/03/29,42403764A,NTD,9.17
T05A2B 元大新東協平衡 $,2019/03/29,42403764B,USD,9.414
T05A3A 元大大中華豐平,2019/03/29,42451239A,NTD,10.744
T05A3B 元大大中華豐平 C,2019/03/29,42451239B,RMB,10.922
T0717Y 瀚亞理財通,2019/03/29,18036769,NTD,26.56
T0747A 瀚亞亞太豐平衡 A,2019/03/29,38621330A,NTD,11.0583
T0747B 瀚亞亞太豐平衡 B,2019/03/29,38621330B,NTD,8.9385
T0747C 瀚亞亞太豐平衡A$,2019/03/29,38621330C,USD,11.3225
T0747D 瀚亞亞太豐平衡B$,2019/03/29,38621330D,USD,9.163
T0747E 瀚亞亞太豐平衡AA,2019/03/29,38621330E,AUD,12.5525
T0747F 瀚亞亞太豐平衡BA,2019/03/29,38621330F,AUD,9.4379
T0747G 瀚亞亞太豐平衡AZ,2019/03/29,38621330G,ZAR,14.511
T0747H 瀚亞亞太豐平衡BZ,2019/03/29,38621330H,ZAR,10.1621
T0747J 瀚亞亞太豐平衡AC,2019/03/29,38621330I,RMB,12.184
T0747K 瀚亞亞太豐平衡BC,2019/03/29,38621330J,RMB,9.0718
T0754A 瀚亞印策收平衡A,2019/03/29,42481830A,NTD,9.77
T0754B 瀚亞印策收平衡B,2019/03/29,42481830B,NTD,8.84
T0754C 瀚亞印策收平衡B$,2019/03/29,42481830C,USD,8.68
T0754D 瀚亞印策收平衡BC,2019/03/29,42481830D,RMB,8.79
T0754E 瀚亞印策收平衡S,2019/03/29,42481830E,NTD,8.85
T0754F 瀚亞印策收平衡S$,2019/03/29,42481830F,USD,8.72
T0754G 瀚亞印策收平衡SC,2019/03/29,42481830G,RMB,8.74
T0814Y 保德信金平衡,2019/03/29,18044064,NTD,29.93
T0890A 保德信中國好平A,2019/03/29,42330171A,NTD,10.9856
T0890B 保德信中國好平B,2019/03/29,42330171B,NTD,9.9997
T0890C 保德信中國好平B$,2019/03/29,42330171C,USD,9.9342
T0890D 保德信中國好平BC,2019/03/29,42330171D,RMB,9.8877
T1114Y 摩根平衡,2019/03/29,18036846,NTD,27.8
T1117Y 摩根全球平衡,2019/03/29,99181637,NTD,15.6464
T1120A 摩根亞高息平衡 A,2019/03/29,21704027A,NTD,14.1243
T1120B 摩根亞高息平衡 B,2019/03/29,21704027B,NTD,10.8222
T1148A 摩根新興雙利A,2019/03/29,42299565A,NTD,10.1551
T1148B 摩根新興雙利B,2019/03/29,42299565B,NTD,8.6463
T1148C 摩根新興雙利B$,2019/03/29,42299565C,USD,8.8514
T1148D 摩根新興雙利BC,2019/03/29,42299565D,RMB,9.3512
T1150A 摩根中國雙息平A,2019/03/29,42319892A,NTD,13.4139
T1150B 摩根中國雙息平B,2019/03/29,42319892B,NTD,11.6724
T1150C 摩根中國雙息平AC,2019/03/29,42319892C,RMB,15.2841
T1150D 摩根中國雙息平BC,2019/03/29,42319892D,RMB,12.7761
T1150E 摩根中國雙息平B$,2019/03/29,42319892E,USD,9.9422
T1207Y 華南永昌龍盈平衡,2019/03/29,18477625,NTD,24.8868
T1239A 華南多重息平衡 A,2019/03/29,38618790A,NTD,12.87
T1239B 華南多重息平衡 B,2019/03/29,38618790B,NTD,10.44
T1239C 華南多重息平衡A$,2019/03/29,38618790C,USD,12.98
T1239D 華南多重息平衡B$,2019/03/29,38618790D,USD,10.47
T1433A 新光美豐收平衡A,2019/03/29,42384458A,NTD,10.38
T1433B 新光美豐收平衡B,2019/03/29,42384458B,NTD,9.49
T1433C 新光美豐收平衡A$,2019/03/29,42384458C,USD,10.96
T1433D 新光美豐收平衡B$,2019/03/29,42384458D,USD,10.05
T1437A 新光全平衡A,2019/03/29,42549326A,NTD,9.87
T1437B 新光全平衡B,2019/03/29,42549326B,NTD,9.74
T1437C 新光全平衡A$,2019/03/29,42549326C,USD,10.56
T1437D 新光全平衡AC,2019/03/29,42549326D,RMB,8.95
T1604Y 群益亞太新趨勢平,2019/03/29,48787295,NTD,16.58
T1616Y 群益真善美,2019/03/29,17147605,NTD,15.9825
T1617Y 群益平衡王,2019/03/29,18037845,NTD,19.8395
T1618Y 群益安家,2019/03/29,29243337,NTD,25.0203
T1656A 群益中國金采A,2019/03/29,42301416A,NTD,9.0395
T1656B 群益中國金采B,2019/03/29,42301416B,NTD,7.78
T1656C 群益中國金采A$,2019/03/29,42301416C,USD,9.6429
T1656D 群益中國金采B$,2019/03/29,42301416D,USD,8.2983
T1656E 群益中國金采AC,2019/03/29,42301416E,RMB,10.1593
T1656F 群益中國金采BC,2019/03/29,42301416F,RMB,8.7436
T1659A 群益金選平衡A,2019/03/29,42440058A,NTD,10.1163
T1659B 群益金選平衡B,2019/03/29,42440058B,NTD,8.5012
T1659C 群益金選平衡A$,2019/03/29,42440058C,USD,10.7132
T1659D 群益金選平衡B$,2019/03/29,42440058D,USD,9.0047
T1659E 群益金選平衡AC,2019/03/29,42440058E,RMB,11.3187
T1659F 群益金選平衡BC,2019/03/29,42440058F,RMB,9.5106
T2121A 柏瑞中國平衡A,2019/03/29,38651312A,NTD,10.7886
T2121B 柏瑞中國平衡B,2019/03/29,38651312B,NTD,9.4031
T2121C 柏瑞中國平衡A$,2019/03/29,38651312C,USD,11.0653
T2121D 柏瑞中國平衡B$,2019/03/29,38651312D,USD,9.6529
T2121E 柏瑞中國平衡AC,2019/03/29,38651312E,RMB,11.8772
T2121F 柏瑞中國平衡BC,2019/03/29,38651312F,RMB,9.8062
T2121G 柏瑞中國平衡N,2019/03/29,38651312G,NTD,10.7897
T2121H 柏瑞中國平衡NC,2019/03/29,38651312H,RMB,11.3432
T2121L 柏瑞中國平衡N$,2019/03/29,38651312K,USD,11.3066
T2206Y 復華傳家,2019/03/29,17138818,NTD,21.2042
T2209Y 復華傳家二號,2019/03/29,18035945,NTD,30.0719
T2212Y 復華人生目標,2019/03/29,15742001,NTD,38.2089
T2213A 復華全球平衡 USD,2019/03/29,99034755B,USD,9.22
T2213Y 復華全球平衡,2019/03/29,99034755A,NTD,19.6
T2214Y 復華神盾,2019/03/29,99607599,NTD,25.0467
T2217Y 復華亞太平衡,2019/03/29,48733658,NTD,11.47
T2291A 復華中新經濟平衡,2019/03/29,42303499A,NTD,10.21
T2291B 復華中新經濟平AC,2019/03/29,42303499B,RMB,11.5
T2291C 復華中新經濟平BC,2019/03/29,42303499C,RMB,10.4
T2507Y 永豐趨勢平衡,2019/03/29,14706582,NTD,41.96
T2624A 中信入息平衡A,2019/03/29,38530388A,NTD,10.8867
T2624B 中信入息平衡B,2019/03/29,38530388B,NTD,9.3152
T2630A 中信亞太多元息A,2019/03/29,42329152A,NTD,11.35
T2630B 中信亞太多元息B,2019/03/29,42329152B,NTD,10.0081
T2639A 中信樂齡收益平A,2019/03/29,42443702A,NTD,11.06
T2639B 中信樂齡收益平B,2019/03/29,42443702B,NTD,10.57
T2639C 中信樂齡收益平A$,2019/03/29,42443702C,USD,11.21
T2639D 中信樂齡收益平B$,2019/03/29,42443702D,USD,10.78
T3204Y 野村平衡,2019/03/29,17602250,NTD,19.2
T3221Y 野村鴻利,2019/03/29,00971103,NTD,23.09
T3295A 野村多元收益平A,2019/03/29,42391084A,NTD,10.1133
T3295B 野村多元收益平B,2019/03/29,42391084B,NTD,8.2993
T3295C 野村多元收益平A$,2019/03/29,42391084C,USD,10.5648
T3295D 野村多元收益平B$,2019/03/29,42391084D,USD,8.741
T3295E 野村多元收益平AC,2019/03/29,42391084E,RMB,11.1008
T3295F 野村多元收益平BC,2019/03/29,42391084F,RMB,8.9536
T3308Y 聯邦金鑽平衡,2019/03/29,98669575,NTD,22.9659
T3328A 聯邦太平洋平衡A,2019/03/29,38546327A,NTD,12.0317
T3328B 聯邦太平洋平衡B,2019/03/29,38546327B,NTD,11.4795
T3328C 聯邦太平洋平衡AC,2019/03/29,38546327C,RMB,12.636
T3341A 聯邦全視界平衡A,2019/03/29,42449712A,NTD,10.1764
T3341B 聯邦全視界平衡B,2019/03/29,42449712B,NTD,9.4731
T3341C 聯邦全視界平衡AC,2019/03/29,42449712C,RMB,11.2614
T3341D 聯邦全視界平衡BC,2019/03/29,42449712D,RMB,10.4982
T3341E 聯邦全視界平衡A$,2019/03/29,42449712E,USD,11.0066
T3341F 聯邦全視界平衡B$,2019/03/29,42449712F,USD,10.243
T3743A 國泰全多重平衡 A,2019/03/29,38582842A,NTD,10.86
T3743B 國泰全多重平衡 B,2019/03/29,38582842B,NTD,9.55
T3743C 國泰全多重平衡A$,2019/03/29,38582842C,USD,0.4091
T3743D 國泰全多重平衡B$,2019/03/29,38582842D,USD,0.3653
T3743E 國泰全多重平衡I$,2019/03/29,38582842E,USD,0.4358
T3743F 國泰全多重平衡AA,2019/03/29,38582842F,AUD,0.5212
T3769A 國泰亞太息平衡A,2019/03/29,42331684A,NTD,11.1756
T3769B 國泰亞太息平衡B,2019/03/29,42331684B,NTD,9.7616
T3769C 國泰亞太息平衡A$,2019/03/29,42331684C,USD,0.3634
T3769D 國泰亞太息平衡B$,2019/03/29,42331684D,USD,0.3174
T3769E 國泰亞太息平衡AC,2019/03/29,42331684E,RMB,2.4346
T3769F 國泰亞太息平衡AA,2019/03/29,42331684F,AUD,0.5112
T4126A 凱基全高效平衡A,2019/03/29,42453588A,NTD,10.29
T4126B 凱基全高效平衡B,2019/03/29,42453588B,NTD,9.53
T4126C 凱基全高效平衡A$,2019/03/29,42453588C,USD,10.5608
T4332Y 華頓中國機會平衡,2019/03/29,38634406,NTD,11.7989
T4519A 富蘭亞太平衡A,2019/03/29,42407614A,NTD,9.98
T4519B 富蘭亞太平衡B,2019/03/29,42407614B,NTD,9.08
T4519C 富蘭亞太平衡A$,2019/03/29,42407614C,USD,10.34
T4519D 富蘭亞太平衡B$,2019/03/29,42407614D,USD,9.38
T4519E 富蘭亞太平衡BC,2019/03/29,42407614E,RMB,9.4
T4703Y 台新高股息平衡,2019/03/29,21719942,NTD,30.9374
T0105Y 兆豐國際萬全,2019/03/22,00971976,NTD,20.71
T0121A 兆豐大中華平衡,2019/03/22,42334401A,NTD,9.75
T0121B 兆豐大中華平衡 $,2019/03/22,42334401B,USD,10.48
T0121C 兆豐大中華平衡 C,2019/03/22,42334401C,RMB,10.92
T0320Y 第一金中概平衡,2019/03/22,99353151,NTD,26.08
T0343A 第一金全球多息 A,2019/03/22,38539992A,NTD,10.2317
T0343B 第一金全球多息 B,2019/03/22,38539992B,NTD,8.4569
T0405Y 匯豐安富,2019/03/22,00971080,NTD,25.52
T0458A 匯豐中多息平Aa,2019/03/22,38647535A,NTD,10.9418
T0458B 匯豐中多息平Bd,2019/03/22,38647535B,NTD,9.7144
T0458C 匯豐中多息平AaC,2019/03/22,38647535C,RMB,12.0114
T0458D 匯豐中多息平BdC,2019/03/22,38647535D,RMB,10.6994
T0458E 匯豐中多息平Aa$,2019/03/22,38647535E,USD,11.1787
T0458F 匯豐中多息平Bd$,2019/03/22,38647535F,USD,9.9606
T0479A 匯亞exJP多息平 A,2019/03/22,42443317A,NTD,10.66
T0479B 匯亞exJP多息Bd,2019/03/22,42443317B,NTD,10.15
T0479C 匯亞exJP多息BdC,2019/03/22,42443317C,RMB,11.16
T0479D 匯亞exJP多息平A$,2019/03/22,42443317D,USD,11.4
T0479E 匯亞exJP多息Bd$,2019/03/22,42443317E,USD,10.84
T0479F 匯亞exJP多息BdA,2019/03/22,42443317F,AUD,10.75
T0591A 元大中平衡 CNY,2019/03/22,31830473B,RMB,3.06
T0591Y 元大中平衡 NTD,2019/03/22,31830473A,NTD,13.97
T05A2A 元大新東協平衡,2019/03/22,42403764A,NTD,9.18
T05A2B 元大新東協平衡 $,2019/03/22,42403764B,USD,9.433
T05A3A 元大大中華豐平,2019/03/22,42451239A,NTD,10.674
T05A3B 元大大中華豐平 C,2019/03/22,42451239B,RMB,10.858
T0717Y 瀚亞理財通,2019/03/22,18036769,NTD,26.57
T0747A 瀚亞亞太豐平衡 A,2019/03/22,38621330A,NTD,11.0301
T0747B 瀚亞亞太豐平衡 B,2019/03/22,38621330B,NTD,8.9157
T0747C 瀚亞亞太豐平衡A$,2019/03/22,38621330C,USD,11.2956
T0747D 瀚亞亞太豐平衡B$,2019/03/22,38621330D,USD,9.1413
T0747E 瀚亞亞太豐平衡AA,2019/03/22,38621330E,AUD,12.5125
T0747F 瀚亞亞太豐平衡BA,2019/03/22,38621330F,AUD,9.4078
T0747G 瀚亞亞太豐平衡AZ,2019/03/22,38621330G,ZAR,14.4233
T0747H 瀚亞亞太豐平衡BZ,2019/03/22,38621330H,ZAR,10.0909
T0747J 瀚亞亞太豐平衡AC,2019/03/22,38621330I,RMB,12.1418
T0747K 瀚亞亞太豐平衡BC,2019/03/22,38621330J,RMB,9.0406
T0754A 瀚亞印策收平衡A,2019/03/22,42481830A,NTD,9.75
T0754B 瀚亞印策收平衡B,2019/03/22,42481830B,NTD,8.82
T0754C 瀚亞印策收平衡B$,2019/03/22,42481830C,USD,8.66
T0754D 瀚亞印策收平衡BC,2019/03/22,42481830D,RMB,8.76
T0754E 瀚亞印策收平衡S,2019/03/22,42481830E,NTD,8.83
T0754F 瀚亞印策收平衡S$,2019/03/22,42481830F,USD,8.71
T0754G 瀚亞印策收平衡SC,2019/03/22,42481830G,RMB,8.71
T0814Y 保德信金平衡,2019/03/22,18044064,NTD,29.92
T0890A 保德信中國好平A,2019/03/22,42330171A,NTD,10.871
T0890B 保德信中國好平B,2019/03/22,42330171B,NTD,9.8954
T0890C 保德信中國好平B$,2019/03/22,42330171C,USD,9.8291
T0890D 保德信中國好平BC,2019/03/22,42330171D,RMB,9.7846
T1114Y 摩根平衡,2019/03/22,18036846,NTD,27.82
T1117Y 摩根全球平衡,2019/03/22,99181637,NTD,15.6088
T1120A 摩根亞高息平衡 A,2019/03/22,21704027A,NTD,14.1576
T1120B 摩根亞高息平衡 B,2019/03/22,21704027B,NTD,10.8477
T1148A 摩根新興雙利A,2019/03/22,42299565A,NTD,10.1552
T1148B 摩根新興雙利B,2019/03/22,42299565B,NTD,8.6464
