Current,,,,,,,,,,,,,
,,,,,,,,,,,,,
基金碼,基金ISIN Code,基金統編,基金全稱,幣別,經理公司,目前狀態,成立日,清算/合併日,型態,類型,公會分類,投資標的,清算/合併說明
T1811J 聯博多元資收－AI,TW000T1811J7,38522113I,聯博收益傘型證券投資信託基金之聯博多元資產收益組合證券投資信託基金－AI類型,NTD,聯博證券投資信託,Current,2018/01/16,,"國內募集,投資國內外",開放,跨國組合--平衡型,基金,
T1811K 聯博多元資收AI $,TW000T1811K5,38522113J,聯博收益傘型證券投資信託基金之聯博多元資產收益組合證券投資信託基金－AI類型美元計價,USD,聯博證券投資信託,Current,2018/01/16,,"國內募集,投資國內外",開放,跨國組合--平衡型,基金,
T1811L 聯博多元資收AI C,TW000T1811L3,38522113K,聯博收益傘型證券投資信託基金之聯博多元資產收益組合證券投資信託基金－AI類型人民幣計價,RMB,聯博證券投資信託,Current,2018/01/16,,"國內募集,投資國內外",開放,跨國組合--平衡型,基金,
T1811M 聯博多元資收AI A,TW000T1811M1,38522113L,聯博收益傘型證券投資信託基金之聯博多元資產收益組合證券投資信託基金－AI類型澳幣計價,AUD,聯博證券投資信託,Current,2018/03/29,,"國內募集,投資國內外",開放,跨國組合--平衡型,基金,
T1811N 聯博多元資收AI Z,TW000T1811N9,,聯博收益傘型證券投資信託基金之聯博多元資產收益組合證券投資信託基金－AI類型南非幣計價,RAND,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,跨國組合--平衡型,基金,
T1812A 聯博亞多重A2a,TW000T1812A4,38633217A,聯博多重資產傘型證券投資信託基金－聯博亞太多重資產證券投資信託基金A2類型,NTD,聯博證券投資信託,Current,2014/11/27,,"國內募集,投資國內外",開放,多重資產型,股票+債券,
T1812B 聯博亞多重ADd,TW000T1812B2,38633217B,聯博多重資產傘型證券投資信託基金－聯博亞太多重資產證券投資信託基金AD類型,NTD,聯博證券投資信託,Current,2014/11/27,,"國內募集,投資國內外",開放,多重資產型,股票+債券,
T1812C 聯博亞多重A2a$,TW000T1812C0,38633217C,聯博多重資產傘型證券投資信託基金－聯博亞太多重資產證券投資信託基金A2類型美元,USD,聯博證券投資信託,Current,2018/10/01,,"國內募集,投資國內外",開放,多重資產型,股票+債券,
T1812D 聯博亞多重ADd$,TW000T1812D8,,聯博多重資產傘型證券投資信託基金－聯博亞太多重資產證券投資信託基金AD類型美元,USD,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,跨國平衡-亞洲,股票+債券,
T1812E 聯博亞多重A2aC,TW000T1812E6,,聯博多重資產傘型證券投資信託基金－聯博亞太多重資產證券投資信託基金A2類型人民幣,RMB,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,跨國平衡-亞洲,股票+債券,
T1812F 聯博亞多重ADdC,TW000T1812F3,,聯博多重資產傘型證券投資信託基金－聯博亞太多重資產證券投資信託基金AD類型人民幣,RMB,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,跨國平衡-亞洲,股票+債券,
T1812G 聯博亞多重ADdA,TW000T1812G1,,聯博多重資產傘型證券投資信託基金－聯博亞太多重資產證券投資信託基金AD類型澳幣,AUD,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,跨國平衡-亞洲,股票+債券,
T1812H 聯博亞多重ADdZ,TW000T1812H9,,聯博多重資產傘型證券投資信託基金－聯博亞太多重資產證券投資信託基金AD類型南非幣,RAND,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,跨國平衡-亞洲,股票+債券,
T1813A 聯博歐多重A2a,TW000T1813A2,38633201A,聯博多重資產傘型證券投資信託基金－聯博歐洲多重資產證券投資信託基金A2類型,NTD,聯博證券投資信託,Current,2014/11/27,,"國內募集,投資國內外",開放,多重資產型,股票+債券,
T1813B 聯博歐多重ADd,TW000T1813B0,38633201B,聯博多重資產傘型證券投資信託基金－聯博歐洲多重資產證券投資信託基金AD類型,NTD,聯博證券投資信託,Current,2014/11/27,,"國內募集,投資國內外",開放,多重資產型,股票+債券,
T1813C 聯博歐多重ADd$,TW000T1813C8,38633201C,聯博多重資產傘型證券投資信託基金－聯博歐洲多重資產證券投資信託基金AD類型美元,USD,聯博證券投資信託,Current,2015/07/24,,"國內募集,投資國內外",開放,多重資產型,股票+債券,
T1813D 聯博歐多重ADdC,TW000T1813D6,38633201D,聯博多重資產傘型證券投資信託基金－聯博歐洲多重資產證券投資信託基金AD類型人民幣,RMB,聯博證券投資信託,Current,2015/07/27,,"國內募集,投資國內外",開放,多重資產型,股票+債券,
T1813E 聯博歐多重A2aE,TW000T1813E4,38633201E,聯博多重資產傘型證券投資信託基金－聯博歐洲多重資產證券投資信託基金A2類型歐元,ECU,聯博證券投資信託,Current,2018/10/01,,"國內募集,投資國內外",開放,多重資產型,股票+債券,
T1813F 聯博歐多重ADdE,TW000T1813F1,,聯博多重資產傘型證券投資信託基金－聯博歐洲多重資產證券投資信託基金AD類型歐元,ECU,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,跨國平衡-歐洲,股票+債券,
T1813G 聯博歐多重A2a$,TW000T1813G9,,聯博多重資產傘型證券投資信託基金－聯博歐洲多重資產證券投資信託基金A2類型美元,USD,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,跨國平衡-歐洲,股票+債券,
T1813H 聯博歐多重A2aC,TW000T1813H7,,聯博多重資產傘型證券投資信託基金－聯博歐洲多重資產證券投資信託基金A2類型人民幣,RMB,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,跨國平衡-歐洲,股票+債券,
T1813J 聯博歐多重ADdA,TW000T1813J3,,聯博多重資產傘型證券投資信託基金－聯博歐洲多重資產證券投資信託基金AD類型澳幣,AUD,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,跨國平衡-歐洲,股票+債券,
T1813K 聯博歐多重ADdZ,TW000T1813K1,,聯博多重資產傘型證券投資信託基金－聯博歐洲多重資產證券投資信託基金AD類型南非幣,RAND,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,跨國平衡-歐洲,股票+債券,
T1813L 聯博歐多重AId,TW000T1813L9,38633201F,聯博多重資產傘型證券投資信託基金－聯博歐洲多重資產證券投資信託基金AI類型,NTD,聯博證券投資信託,Current,2018/11/06,,"國內募集,投資國內外",開放,多重資產型,股票+債券,
T1813M 聯博歐多重AId$,TW000T1813M7,38633201G,聯博多重資產傘型證券投資信託基金－聯博歐洲多重資產證券投資信託基金AI類型美元,USD,聯博證券投資信託,Current,2018/11/06,,"國內募集,投資國內外",開放,多重資產型,股票+債券,
T1813N 聯博歐多重AIdC,TW000T1813N5,,聯博多重資產傘型證券投資信託基金－聯博歐洲多重資產證券投資信託基金AI類型人民幣,RMB,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,跨國投資型,股票+債券,
T1813P 聯博歐多重AIdE,TW000T1813P0,,聯博多重資產傘型證券投資信託基金－聯博歐洲多重資產證券投資信託基金AI類型歐元,RMB,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,,股票+債券,
T1813Q 聯博歐多重AIdA,TW000T1813Q8,,聯博多重資產傘型證券投資信託基金－聯博歐洲多重資產證券投資信託基金AI類型澳幣,AUD,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,,股票+債券,
T1813R 聯博歐多重AIdZ,TW000T1813R6,,聯博多重資產傘型證券投資信託基金－聯博歐洲多重資產證券投資信託基金AI類型南非幣,RAND,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,,股票+債券,
T1814A 聯博全球高收債T2,TW000T1814A0,38654486A,聯博全球高收益債券證券投資信託基金－T2類型新台幣計價,NTD,聯博證券投資信託,Current,2015/04/02,,"國內募集,投資國內外",開放,高收債--全球,債券,
T1814B 聯博全球高收債TA,TW000T1814B8,38654486B,聯博全球高收益債券證券投資信託基金－TA類型新台幣計價,NTD,聯博證券投資信託,Current,2015/04/02,,"國內募集,投資國內外",開放,高收債--全球,債券,
T1814C 聯博全球高收債A$,TW000T1814C6,38654486C,聯博全球高收益債券證券投資信託基金－TA類型美元計價,USD,聯博證券投資信託,Current,2015/04/02,,"國內募集,投資國內外",開放,高收債--全球,債券,
T1814D 聯博全球高收債AC,TW000T1814D4,38654486D,聯博全球高收益債券證券投資信託基金－TA類型人民幣計價,RMB,聯博證券投資信託,Current,2015/04/02,,"國內募集,投資國內外",開放,高收債--全球,債券,
T1814E 聯博全球高收債AA,TW000T1814E2,38654486E,聯博全球高收益債券證券投資信託基金－TA類型澳幣計價,AUD,聯博證券投資信託,Current,2015/04/02,,"國內募集,投資國內外",開放,高收債--全球,債券,
T1814F 聯博全球高收債AZ,TW000T1814F9,38654486F,聯博全球高收益債券證券投資信託基金－TA類型南非幣計價,RAND,聯博證券投資信託,Current,2015/04/02,,"國內募集,投資國內外",開放,高收債--全球,債券,
T1814G 聯博全球高收債2C,TW000T1814G7,38654486G,聯博全球高收益債券證券投資信託基金－T2類型人民幣計價,RMB,聯博證券投資信託,Current,2017/03/10,,"國內募集,投資國內外",開放,高收債--全球,債券,
T1815A 聯博新亞洲收A2,TW000T1815A7,42519821A,聯博新興亞洲收益證券投資信託基金－A2 類型(新臺幣),NTD,聯博證券投資信託,Current,2017/06/28,,"國內募集,投資國內外",開放,投資債--新興亞洲,債券,
T1815B 聯博新亞洲收AA,TW000T1815B5,42519821B,聯博新興亞洲收益證券投資信託基金－AA 類型(新臺幣),NTD,聯博證券投資信託,Current,2017/06/28,,"國內募集,投資國內外",開放,投資債--新興亞洲,債券,
T1815C 聯博新亞洲收AA $,TW000T1815C3,42519821C,聯博新興亞洲收益證券投資信託基金－AA 類型(美元),USD,聯博證券投資信託,Current,2017/06/28,,"國內募集,投資國內外",開放,投資債--新興亞洲,債券,
T1815D 聯博新亞洲收AA C,TW000T1815D1,42519821D,聯博新興亞洲收益證券投資信託基金－AA 類型(人民幣),RMB,聯博證券投資信託,Current,2017/06/28,,"國內募集,投資國內外",開放,投資債--新興亞洲,債券,
T1816A 聯博美國高收A2,TW000T1816A5,42546860A,聯博美國高收益債券證券投資信託基金－A2類型新臺幣,NTD,聯博證券投資信託,Current,2017/12/04,,"國內募集,投資國內外",開放,高收債--全球,債券,
T1816B 聯博美國高收AA,TW000T1816B3,42546860B,聯博美國高收益債券證券投資信託基金－AA類型新臺幣,NTD,聯博證券投資信託,Current,2017/12/04,,"國內募集,投資國內外",開放,高收債--全球,債券,
T1816C 聯博美國高收AA $,TW000T1816C1,42546860C,聯博美國高收益債券證券投資信託基金－AA類型美元,USD,聯博證券投資信託,Current,2017/12/04,,"國內募集,投資國內外",開放,高收債--全球,債券,
T1816D 聯博美國高收AA C,TW000T1816D9,42546860D,聯博美國高收益債券證券投資信託基金－AA類型人民幣,RMB,聯博證券投資信託,Current,2017/12/04,,"國內募集,投資國內外",開放,高收債--全球,債券,
T1816E 聯博美國高收A2 $,TW000T1816E7,,聯博美國高收益債券證券投資信託基金－A2類型美元,USD,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,,債券,
T1816F 聯博美國高收A2 C,TW000T1816F4,,聯博美國高收益債券證券投資信託基金－A2類型人民幣,RMB,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,,債券,
T1816G 聯博美國高收AA A,TW000T1816G2,,聯博美國高收益債券證券投資信託基金－AA類型澳幣,AUD,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,,債券,
T1816H 聯博美國高收AA Z,TW000T1816H0,,聯博美國高收益債券證券投資信託基金－AA類型南非幣,RAND,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,,債券,
T1817A 聯博中國 A股A2a,TW000T1817A3,73671531A,聯博中國 A股證券投資信託基金－A2類型（新臺幣）,NTD,聯博證券投資信託,Current,2018/10/11,,"國內募集,投資國內外",開放,跨國-中國A股,股票,
T1817B 聯博中國 A股A2a$,TW000T1817B1,73671531B,聯博中國 A股證券投資信託基金－A2類型（美元）,USD,聯博證券投資信託,Current,2018/10/11,,"國內募集,投資國內外",開放,跨國-中國A股,股票,
T1817C 聯博中國 A股A2aC,TW000T1817C9,73671531C,聯博中國 A股證券投資信託基金－A2類型（人民幣）,RMB,聯博證券投資信託,Current,2018/10/11,,"國內募集,投資國內外",開放,跨國-中國A股,股票,
T1817D 聯博中國 A股A2aA,TW000T1817D7,,聯博中國 A股證券投資信託基金－A2類型（澳幣）,AUD,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,,股票,
T1817E 聯博中國 A股A2aZ,TW000T1817E5,,聯博中國 A股證券投資信託基金－A2類型（南非幣）,RAND,聯博證券投資信託,Current,,,"國內募集,投資國內外",開放,,股票,
T2003Y 日盛上選Aa,TW000T2003Y9,81584975,日盛上選證券投資信託基金 A類型,NTD,日盛證券投資信託,Current,1997/12/27,,"國內募集,投資國內",開放,開放式一般型,股票,
T2004Y 日盛小而美,TW000T2004Y7,73988876,日盛小而美證券投資信託基金,NTD,日盛證券投資信託,Current,1998/07/30,,"國內募集,投資國內",開放,開放式中小型,小型股,
T2005Y 日盛精選五虎,TW000T2005Y4,17147078,日盛精選五虎證券投資信託基金,NTD,日盛證券投資信託,Current,1999/11/17,,"國內募集,投資國內",開放,開放式一般型,股票,
